,tBodyAcc-Mean-1,tGravityAcc-Mean-1,tBodyAccJerk-Mean-1,tBodyGyro-Mean-1,tBodyGyroJerk-Mean-1,tBodyAccMag-Mean-1,tGravityAccMag-Mean-1,tBodyAccJerkMag-Mean-1,tBodyGyroMag-Mean-1,tBodyGyroJerkMag-Mean-1,fBodyAcc-Mean-1,fBodyAccJerk-Mean-1,fBodyGyro-Mean-1,fBodyAccMag-Mean-1,fBodyAccJerkMag-Mean-1,fBodyGyroMag-Mean-1,fBodyGyroJerkMag-Mean-1,Activity
0,0.043579673691499,0.9600506839216648,0.0779963445726912,-0.0061008489026526,-0.0991673998935175,-0.9695463366438416,-0.9695463366438416,-0.994088280573302,-0.968904091465387,-0.994299893790643,-0.9948098337697846,-0.992332448203644,-0.986589703898896,-0.9515498710496512,-0.9936102720895502,-0.980134852017682,-0.9919940641616664,5
1,0.0394800367641019,0.9632148219759592,0.0740067092406648,-0.0161116201902674,-0.1105028349169365,-0.9844840885229222,-0.9844840885229222,-0.9920351005241356,-0.9806278194045356,-0.9951753034887896,-0.9974773902578898,-0.9950322233413016,-0.9774019208828678,-0.980242935431963,-0.9902203105333226,-0.9882955520855324,-0.9958574883339462,5
2,0.0399777808879291,0.9635317107863252,0.0736359621103854,-0.0316982943838136,-0.1084856708123524,-0.9878048651358844,-0.9878048651358844,-0.9893118103833316,-0.9762618783285084,-0.9934552759324696,-0.993620709356592,-0.9909937018779996,-0.9754484197932964,-0.9871789339706484,-0.98916495485765,-0.989254773147876,-0.9950341306909192,5
3,0.0397845575021289,0.9642685966230105,0.0773206135641018,-0.0434099829954879,-0.0911698888786483,-0.989940460204539,-0.989940460204539,-0.9938603642271396,-0.9820045207607364,-0.9955542655922024,-0.9955172705311186,-0.994446628468884,-0.9871248662728141,-0.986902913853926,-0.9926536028493068,-0.9894128016427804,-0.9952243369570832,5
4,0.0387581380741912,0.9648776453188124,0.0734443630696792,-0.0339604163920042,-0.0907700992908367,-0.9946691598730328,-0.9946691598730328,-0.9942624854336174,-0.9851482897487204,-0.9958596750274528,-0.99731259752517,-0.9962920396862998,-0.9824617351447044,-0.9929732258618772,-0.9954073311493544,-0.9914330300203034,-0.995096415985825,5
5,0.0389880076537216,0.964601514046376,0.0779324360328685,-0.0287755080591681,-0.0942475824672034,-0.9957734630091916,-0.9957734630091916,-0.9938000051284074,-0.9858389354983328,-0.9953268624275196,-0.996683417425512,-0.9948507114406024,-0.98490549412649,-0.9942179745391572,-0.9946174832707166,-0.9905000216644532,-0.9951469442916956,5
6,0.039897453917018,0.964582819361254,0.0821707654277577,-0.0286002505436538,-0.0970886063257028,-0.990635568699098,-0.990635568699098,-0.9920959349463054,-0.9854452411403424,-0.9937708294967824,-0.9958757883206146,-0.994755116330406,-0.9860426336965024,-0.9815206331989774,-0.9877707672110596,-0.9882692034282676,-0.9956451130152604,5
7,0.0390822565552873,0.9651446487380392,0.0723642279875789,-0.0242002624090871,-0.1031623600067833,-0.9831061984465445,-0.9831061984465445,-0.9916323078506496,-0.984450201897588,-0.9943427550289577,-0.9952194054681094,-0.9949470330284614,-0.9873454506543962,-0.9815700392908606,-0.9897362900063784,-0.9894306110849014,-0.995632749435999,5
8,0.0390261805003515,0.9651343263209612,0.0752843645891523,-0.0248310246513548,-0.1006943972600753,-0.9877505009863348,-0.9877505009863348,-0.9941078424097628,-0.9893142200981976,-0.9959016620925284,-0.9971265769485818,-0.9966927373526004,-0.9891132227685796,-0.9825164081310236,-0.9919573481277424,-0.9916292790181224,-0.9952640053826576,5
9,0.0403538907146516,0.9650712318639316,0.076369318199531,-0.0234153997531251,-0.0984293832037129,-0.99011365211837,-0.99011365211837,-0.9861674561729146,-0.9844689407854992,-0.9898512275112172,-0.9935459486477796,-0.9915342512238192,-0.9817929202540128,-0.9843790672450922,-0.9822021130114144,-0.9847879271693656,-0.9909848350833612,5
